x_km,y_km,z_km,datetime
-3919.7678266591856,-5306.544075166058,2127.4203858609203,2025-06-06 05:50:00+00:00
-2798.5524808622977,-2824.6787473490735,5672.873305791988,2025-06-06 06:00:00+00:00
-515.5800214035477,830.0599153663512,6858.199773602506,2025-06-06 06:10:00+00:00
1981.0870377353408,4141.079425215144,5194.706145101104,2025-06-06 06:20:00+00:00
3656.4357877868756,5735.487352476808,1372.632488965437,2025-06-06 06:30:00+00:00
3815.666298876563,4951.656830102009,-3020.378070709461,2025-06-06 06:40:00+00:00
2396.267072845457,2118.9230858779247,-6161.682767412362,2025-06-06 06:50:00+00:00
-11.35627311308524,-1587.9717462204364,-6756.410213231868,2025-06-06 07:00:00+00:00
-2413.855962432663,-4639.719693538718,-4558.942470592179,2025-06-06 07:10:00+00:00
-3816.6661952148484,-5770.560378583663,-470.976442910605,2025-06-06 07:20:00+00:00
-3633.6107470884294,-4503.847997844229,3812.4528575483364,2025-06-06 07:30:00+00:00
-1940.4969317102293,-1365.2733985565646,6507.896856167459,2025-06-06 07:40:00+00:00
557.4966709233596,2339.9068880678865,6498.102637425182,2025-06-06 07:50:00+00:00
2824.4375870795507,5075.620374625175,3789.2304466030114,2025-06-06 08:00:00+00:00
3920.1214734695113,5706.640566864391,-494.79720044951665,2025-06-06 08:10:00+00:00
3391.3546197768687,3972.735362401649,-4573.955457162609,2025-06-06 08:20:00+00:00
1461.48909755194,597.2011761835287,-6759.822510371877,2025-06-06 08:30:00+00:00
-1070.5879450617072,-3024.5462607688746,-6153.35120685082,2025-06-06 08:40:00+00:00
-3160.0672495909853,-5397.025102869953,-3000.979053939184,2025-06-06 08:50:00+00:00
-3938.7206698028667,-5531.182828218185,1397.7851476405488,2025-06-06 09:00:00+00:00
-3079.9765543906947,-3365.95322788634,5213.798690594894,2025-06-06 09:10:00+00:00
-942.2123428081413,197.2969987242678,6859.913088766128,2025-06-06 09:20:00+00:00
1586.1263360626197,3679.0887399723197,5656.147329202356,2025-06-06 09:30:00+00:00
3456.971933099896,5636.027953643954,2102.4290133453937,2025-06-06 09:40:00+00:00
3894.2453222621084,5255.752826200884,-2325.546455701445,2025-06-06 09:50:00+00:00
2719.5181319054464,2699.6316312371905,-5789.408337090556,2025-06-06 10:00:00+00:00
422.7426980006584,-970.6711411316086,-6859.637327835806,2025-06-06 10:10:00+00:00
-2047.9420672816163,-4240.598885161908,-5095.7722379939405,2025-06-06 10:20:00+00:00
-3671.0072994667826,-5756.107280980559,-1220.2209657984865,2025-06-06 10:30:00+00:00
-3769.3079482341,-4881.040370705205,3162.4764908816296,2025-06-06 10:40:00+00:00
-2300.8487456997227,-1977.0027652366277,6227.578716120594,2025-06-06 10:50:00+00:00
122.25182140137802,1747.6135396281127,6703.165582816658,2025-06-06 11:00:00+00:00
2494.683023750651,4748.263935658785,4394.586149959177,2025-06-06 11:10:00+00:00
3832.6962733223627,5780.192941056333,259.48995143834793,2025-06-06 11:20:00+00:00
3581.9954421124103,4416.019133221342,-3983.992479555899,2025-06-06 11:30:00+00:00
1850.571039560195,1226.028983307037,-6577.54605706901,2025-06-06 11:40:00+00:00
-643.6249299448259,-2469.544844675182,-6453.664591216629,2025-06-06 11:50:00+00:00
-2871.7013325836824,-5145.626758826493,-3661.0172261539005,2025-06-06 12:00:00+00:00
-3909.3099713546744,-5689.075356326157,651.2768122128408,2025-06-06 12:10:00+00:00
-3321.9484984005603,-3867.848495948826,4691.773685466675,2025-06-06 12:20:00+00:00
-1354.637557295503,-439.69277260470835,6778.961849275447,2025-06-06 12:30:00+00:00
1174.3177390104745,3171.0915414987144,6049.379826925549,2025-06-06 12:40:00+00:00
3216.5394843910112,5467.779821375798,2806.8168195610265,2025-06-06 12:50:00+00:00
3924.841985999753,5496.981670283161,-1602.7411645983275,2025-06-06 13:00:00+00:00
3007.6932158957134,3249.4173579486696,-5347.716870123257,2025-06-06 13:10:00+00:00
848.9588504465755,-339.8648215326602,-6880.688493599488,2025-06-06 13:20:00+00:00
-1659.4150849670311,-3788.954978343669,-5571.296041278676,2025-06-06 13:30:00+00:00
-3481.3584679423375,-5671.553528206787,-1954.6826966847834,2025-06-06 13:40:00+00:00
-3857.9853078813762,-5199.867657169356,2474.2861075631267,2025-06-06 13:50:00+00:00
-2630.802097193454,-2566.47911978641,5872.148604814249,2025-06-06 14:00:00+00:00
-311.7114977339081,1132.4043930722578,6827.461140115267,2025-06-06 14:10:00+00:00
2136.563076901565,4362.2802317458745,4946.9037594384035,2025-06-06 14:20:00+00:00
3699.018492428386,5783.73643987175,1010.6094166651,2025-06-06 14:30:00+00:00
3727.8216523093456,4807.118672806429,-3346.162520160397,2025-06-06 14:40:00+00:00
2214.730531868367,1841.8876960789562,-6316.483853373681,2025-06-06 14:50:00+00:00
-211.5627454896955,-1883.1070216733835,-6676.572556758241,2025-06-06 15:00:00+00:00
-2550.125201346806,-4831.037391216702,-4276.899178406633,2025-06-06 15:10:00+00:00
-3832.209981234107,-5778.1203684177935,-103.07086004631398,2025-06-06 15:20:00+00:00
-3521.734804862159,-4324.122730095111,4113.086744372068,2025-06-06 15:30:00+00:00
-1747.898953105704,-1073.1812201620623,6616.315991623284,2025-06-06 15:40:00+00:00
750.8093473503645,2623.1437475274374,6369.69144891271,2025-06-06 15:50:00+00:00
2938.344346364314,5232.6020215102535,3477.301145849331,2025-06-06 16:00:00+00:00
3907.358666010144,5672.200617761663,-860.6591893180528,2025-06-06 16:10:00+00:00
3257.484093797434,3761.52148849226,-4841.874300993784,2025-06-06 16:20:00+00:00
1262.1622912741946,296.8654916955671,-6819.337667701386,2025-06-06 16:30:00+00:00
-1253.1777890471024,-3290.158543203361,-5979.864144025109,2025-06-06 16:40:00+00:00
-3250.350706495569,-5517.777633283556,-2665.504117142005,2025-06-06 16:50:00+00:00
-3898.844557821087,-5456.269245708202,1756.203958838905,2025-06-06 17:00:00+00:00
-2926.4966941756707,-3126.4579296495745,5445.873394280764,2025-06-06 17:10:00+00:00
-739.0956882524777,501.6885599387831,6869.50495776275,2025-06-06 17:20:00+00:00
1754.6485059703873,3922.214632105357,5439.545036890621,2025-06-06 17:30:00+00:00
3521.0085080176896,5717.018489902147,1749.4989906265034,2025-06-06 17:40:00+00:00
3827.3061022667084,5141.10696591018,-2668.110451169028,2025-06-06 17:50:00+00:00
2549.6885461105007,2437.2951465441565,-5979.746294698917,2025-06-06 18:00:00+00:00
220.30618358301524,-1272.2484032269404,-6819.457807101505,2025-06-06 18:10:00+00:00
-2199.51112590431,-4456.957283605331,-4841.255709976143,2025-06-06 18:20:00+00:00
-3708.683731600312,-5797.061830023075,-856.1342415352062,2025-06-06 18:30:00+00:00
-3677.137120136791,-4729.071020458609,3484.7174839846625,2025-06-06 18:40:00+00:00
-2117.3021844513146,-1695.4579287375009,6373.9235893874165,2025-06-06 18:50:00+00:00
320.8572406316941,2041.7986145605878,6613.2485009143775,2025-06-06 19:00:00+00:00
2626.038496520557,4933.179019971615,4105.802721252946,2025-06-06 19:10:00+00:00
3842.2918940176496,5779.064742418918,-108.23910974995822,2025-06-06 19:20:00+00:00
3466.06542380829,4229.61278247541,-4277.918683534463,2025-06-06 19:30:00+00:00
1657.4133404578101,931.8484880326138,-6676.332100734136,2025-06-06 19:40:00+00:00
-834.3089675317888,-2750.153453647708,-6316.637372993979,2025-06-06 19:50:00+00:00
-2981.107449025893,-5296.509505913259,-3344.1296150255994,2025-06-06 20:00:00+00:00
-3891.6861604692367,-5646.9425469047865,1016.9175058973805,2025-06-06 20:10:00+00:00
-3184.5130934198737,-3650.027825704526,4953.876575833817,2025-06-06 20:20:00+00:00
-1154.7166567188206,-136.91756994024198,6828.796241743488,2025-06-06 20:30:00+00:00
1353.7708969115963,3433.2806185521463,5866.596962477373,2025-06-06 20:40:00+00:00
3301.124298527869,5580.649467864233,2467.2445136593365,2025-06-06 20:50:00+00:00
3879.498015949971,5413.733397279776,-1957.9759117262602,2025-06-06 21:00:00+00:00
2851.542194963211,3004.987728116245,-5571.343413684538,2025-06-06 21:10:00+00:00
646.7306749778772,-644.2882722988264,-6880.653129031203,2025-06-06 21:20:00+00:00
-1824.353684108812,-4027.812711597976,-5347.353401473086,2025-06-06 21:30:00+00:00
-3540.562790119522,-5745.506024574673,-1598.8140774700626,2025-06-06 21:40:00+00:00
-3786.518047753031,-5077.599271237427,2814.253055322604,2025-06-06 21:50:00+00:00
-2458.4706471327117,-2298.922577333521,6054.6893752417345,2025-06-06 22:00:00+00:00
-110.23920938262593,1434.0283653302208,6777.139100070622,2025-06-06 22:10:00+00:00
2283.670621555782,4572.987862322496,4684.756135623175,2025-06-06 22:20:00+00:00
3730.72395824065,5816.0602425664665,645.448878818502,2025-06-06 22:30:00+00:00
3631.1279568600758,4647.866767824187,-3662.5916442778157,2025-06-06 22:40:00+00:00
2030.019280726049,1557.412149718261,-6453.383699863242,2025-06-06 22:50:00+00:00
-408.00032654282035,-2175.385081736511,-6577.639811579531,2025-06-06 23:00:00+00:00
-2677.2002678987096,-5010.307646900126,-3982.4097863243833,2025-06-06 23:10:00+00:00
-3836.9088917067766,-5769.387401427239,265.37130928569735,2025-06-06 23:20:00+00:00
-3401.9133513200604,-4130.696959483722,4402.079135088145,2025-06-06 23:30:00+00:00
-1553.5653497112178,-775.6803766481701,6705.823410914063,2025-06-06 23:40:00+00:00
938.9608572284554,2901.296234938767,6222.940654672386,2025-06-06 23:50:00+00:00
3042.3270000520147,5376.096979639989,3155.190275899067,2025-06-07 00:00:00+00:00
3884.033489494974,5621.48068626448,-1224.2957699055664,2025-06-07 00:10:00+00:00
3116.8098873774893,3538.0074734009077,-5096.140874048887,2025-06-07 00:20:00+00:00
1062.5622871405008,-6.764532413527487,-6859.458117819832,2025-06-07 00:30:00+00:00
-1429.4108163574047,-3548.7002991621407,-5789.171882209749,2025-06-07 00:40:00+00:00
-3330.219416100436,-5623.926940852884,-2322.149013509578,2025-06-07 00:50:00+00:00
-3848.8197927608367,-5365.291045956987,2109.796011019482,2025-06-07 01:00:00+00:00
-2767.3971682343677,-2876.1768437584587,5662.442353850129,2025-06-07 01:10:00+00:00
-537.2016973456494,807.1413232473315,6859.4057718918,2025-06-07 01:20:00+00:00
