datetime,sat_name,norad_id,country,distance_km,relative_velocity_kms,sunlit,you_between_sun_and_target
2025-05-17 03:30:00+00:00,STARLINK-5765,57147,,86.87,13.753,True,False
2025-05-22 18:20:00+00:00,STARLINK-6137,57156,,88.19,14.27,False,False
2025-05-07 00:10:00+00:00,2023-091E,57170,,65.71,3.019,True,False
2025-05-21 21:10:00+00:00,2023-091E,57170,,99.72,2.977,False,False
2025-05-29 05:40:00+00:00,2023-091E,57170,,54.23,2.945,True,False
2025-05-28 14:30:00+00:00,UMKA 1 (RS40S),57172,,69.2,3.105,False,False
2025-05-10 12:50:00+00:00,2023-091H,57173,,65.88,3.012,True,False
2025-05-15 11:50:00+00:00,2023-091J,57174,,54.73,3.42,False,False
2025-05-02 01:10:00+00:00,ZORKIY-2M 1,57177,,75.96,3.162,False,False
2025-05-12 22:20:00+00:00,CUBESX-HSE 3 (RS42S),57178,,82.7,2.871,True,False
2025-05-18 20:30:00+00:00,CUBESX-HSE 3 (RS42S),57178,,69.88,2.848,True,False
2025-05-22 20:20:00+00:00,2023-091P,57179,,78.26,3.224,True,False
2025-06-02 20:40:00+00:00,2023-091P,57179,,87.32,3.203,False,False
2025-05-06 09:00:00+00:00,2023-091R,57181,,93.37,3.389,False,False
2025-05-19 11:40:00+00:00,2023-091R,57181,,71.5,3.359,False,False
2025-05-04 14:40:00+00:00,2023-091V,57185,,83.38,2.673,True,False
2025-04-25 15:00:00+00:00,HORS 1,57188,,63.67,2.948,True,False
2025-05-27 15:20:00+00:00,VIZARD-METEO (RS38S),57189,,80.39,2.582,True,False
2025-05-27 15:20:00+00:00,POLYTECH-UNIVERSE 3 (R*),57191,R*),93.27,3.121,True,False
2025-06-14 16:10:00+00:00,POLYTECH-UNIVERSE 3 (R*),57191,R*),68.77,3.072,True,False
2025-04-30 06:50:00+00:00,SITRO-AIS 6 (CHIRKIN),57192,,66.49,3.01,True,False
2025-05-12 22:20:00+00:00,SITRO-AIS 8 (ANOKHIN),57193,,88.78,2.908,True,False
2025-05-07 04:10:00+00:00,SITRO-AIS 9 (SHCHUKIN),57201,),90.03,2.675,False,True
2025-05-17 02:10:00+00:00,SITRO-AIS 9 (SHCHUKIN),57201,),71.96,2.627,False,False
2025-05-01 21:10:00+00:00,UTMN 2 (RS27S),57203,,56.81,2.776,True,False
2025-05-06 05:00:00+00:00,2023-091AS,57206,,80.89,2.419,True,False
2025-06-01 14:20:00+00:00,KUZGTU 1 (RS47S),57217,,82.69,2.854,False,False
2025-05-27 06:20:00+00:00,STARLINK-6230,57228,,71.48,10.617,True,False
2025-05-01 22:10:00+00:00,STARLINK-5840,57231,,67.13,10.741,False,False
2025-04-22 12:10:00+00:00,STARLINK-5872,57232,,83.15,13.682,True,False
2025-05-14 06:40:00+00:00,STARLINK-6360,57235,,77.39,6.952,True,False
2025-06-15 17:10:00+00:00,STARLINK-6315,57236,,78.16,13.712,False,False
2025-06-16 08:20:00+00:00,STARLINK-6315,57236,,90.53,13.578,True,False
2025-04-22 00:10:00+00:00,STARLINK-6334,57238,,76.16,13.402,False,False
2025-04-22 19:20:00+00:00,STARLINK-6334,57238,,58.81,13.205,False,False
2025-04-25 00:50:00+00:00,STARLINK-6334,57238,,42.57,12.539,True,False
2025-04-25 20:00:00+00:00,STARLINK-6334,57238,,52.09,12.279,True,False
2025-05-04 12:30:00+00:00,STARLINK-6349,57241,,48.72,8.92,False,False
2025-04-28 09:30:00+00:00,STARLINK-6306,57242,,93.98,11.38,False,False
2025-06-14 14:50:00+00:00,STARLINK-6306,57242,,81.89,13.898,True,False
2025-05-10 17:10:00+00:00,STARLINK-5512,57256,,67.74,7.081,False,False
2025-05-10 21:10:00+00:00,STARLINK-5512,57256,,70.9,7.059,True,False
2025-06-09 05:40:00+00:00,STARLINK-5485,57261,,42.2,14.166,True,False
2025-04-24 09:10:00+00:00,STARLINK-30238,57296,,65.17,8.012,True,False
2025-05-09 07:50:00+00:00,STARLINK-30238,57296,,42.47,13.4,False,False
2025-05-26 06:00:00+00:00,STARLINK-30238,57296,,94.88,12.691,True,False
2025-06-17 20:30:00+00:00,STARLINK-30236,57300,,83.8,7.466,False,False
2025-05-17 18:30:00+00:00,STARLINK-30233,57302,,86.53,14.252,False,False
2025-06-19 03:40:00+00:00,STARLINK-30233,57302,,76.55,7.843,True,False
2025-05-18 11:10:00+00:00,STARLINK-30184,57310,,69.33,13.713,True,False
2025-05-27 20:20:00+00:00,STARLINK-30184,57310,,83.04,10.792,True,False
2025-05-28 15:30:00+00:00,STARLINK-30184,57310,,99.53,10.47,True,False
2025-04-27 05:50:00+00:00,STARLINK-6316,57335,,97.77,7.612,True,False
2025-04-27 09:50:00+00:00,STARLINK-6316,57335,,78.83,7.651,False,False
2025-05-01 15:20:00+00:00,STARLINK-6374,57338,,35.18,9.152,True,False
2025-04-23 03:30:00+00:00,STARLINK-6377,57341,,45.83,6.95,False,False
2025-04-23 07:30:00+00:00,STARLINK-6377,57341,,83.21,6.954,True,False
2025-06-16 18:50:00+00:00,STARLINK-6377,57341,,97.61,6.987,False,False
2025-05-22 20:40:00+00:00,STARLINK-6379,57343,,9.14,14.202,True,False
2025-06-16 18:50:00+00:00,STARLINK-6379,57343,,50.14,6.986,False,False
2025-06-16 22:50:00+00:00,STARLINK-6379,57343,,72.08,6.974,True,False
2025-05-27 17:10:00+00:00,STARLINK-6373,57345,,51.79,13.467,True,False
2025-06-05 11:10:00+00:00,STARLINK-6373,57345,,27.75,10.582,False,False
2025-05-04 01:40:00+00:00,STARLINK-6338,57364,,29.15,10.944,False,False
2025-05-12 23:40:00+00:00,STARLINK-6338,57364,,80.03,13.695,False,False
2025-06-16 04:30:00+00:00,STARLINK-6174,57366,,94.15,6.946,False,False
2025-04-28 17:50:00+00:00,STARLINK-6168,57369,,84.05,8.803,False,False
2025-04-25 23:30:00+00:00,STARLINK-6032,57371,,66.11,7.84,True,False
2025-05-06 15:10:00+00:00,STARLINK-6369,57374,,91.81,12.616,True,False
2025-05-08 01:30:00+00:00,STARLINK-6369,57374,,86.76,13.013,False,False
2025-04-29 17:50:00+00:00,STARLINK-6364,57378,,99.35,10.844,False,False
2025-04-30 13:00:00+00:00,STARLINK-6364,57378,,90.46,11.158,False,False
2025-05-10 13:20:00+00:00,STARLINK-6366,57380,,92.69,13.989,True,False
2025-06-05 06:10:00+00:00,TIANMU-1 08,57400,,86.66,3.266,False,False
2025-06-09 21:10:00+00:00,TIANMU-1 08,57400,,99.62,3.256,True,False
2025-04-30 08:10:00+00:00,STARLINK-30205,57408,,86.6,8.641,False,False
2025-05-23 19:00:00+00:00,STARLINK-30222,57409,,58.65,14.118,True,False
2025-06-11 10:10:00+00:00,STARLINK-30222,57409,,25.11,8.218,True,False
2025-04-25 18:40:00+00:00,STARLINK-30172,57410,,85.59,7.262,True,False
2025-05-21 11:10:00+00:00,STARLINK-30172,57410,,55.47,14.268,True,False
2025-05-21 11:10:00+00:00,STARLINK-30182,57412,,48.56,14.27,True,False
2025-05-06 16:10:00+00:00,2023-104A,57424,,94.52,1.377,True,False
2025-05-30 20:00:00+00:00,2023-104C,57426,,78.41,1.356,True,False
2025-06-07 11:40:00+00:00,2023-104C,57426,,84.71,1.347,True,False
2025-05-07 10:20:00+00:00,STARLINK-30189,57430,,27.82,10.679,True,False
2025-04-28 16:10:00+00:00,STARLINK-30188,57432,,87.43,7.447,False,False
2025-04-28 20:10:00+00:00,STARLINK-30188,57432,,61.38,7.497,True,False
2025-05-20 10:30:00+00:00,STARLINK-30188,57432,,92.81,14.165,False,False
2025-05-17 12:00:00+00:00,STARLINK-30105,57433,,99.25,8.532,False,False
2025-05-24 15:00:00+00:00,STARLINK-30102,57434,,32.07,14.22,False,False
2025-05-05 16:00:00+00:00,STARLINK-30217,57450,,72.44,10.801,False,True
2025-06-01 10:00:00+00:00,STARLINK-30091,57463,,26.3,14.165,False,False
2025-06-03 17:50:00+00:00,STARLINK-30116,57465,,77.64,14.271,False,False
2025-04-22 03:20:00+00:00,STARLINK-30171,57469,,34.04,11.443,False,False
2025-06-07 11:10:00+00:00,STARLINK-30171,57469,,42.23,14.051,False,False
2025-06-20 22:30:00+00:00,STARLINK-30186,57470,,72.44,9.985,True,False
2025-05-23 21:40:00+00:00,STARLINK-30190,57471,,87.53,12.838,False,False
2025-06-13 06:50:00+00:00,STARLINK-30204,57472,,54.24,12.803,True,False
2025-06-18 09:00:00+00:00,STARLINK-30204,57472,,73.63,11.029,False,False
2025-06-19 04:10:00+00:00,STARLINK-30204,57472,,28.62,10.711,False,False
2025-05-16 14:40:00+00:00,STARLINK-30203,57498,,72.47,7.451,True,False
2025-05-14 15:30:00+00:00,STARLINK-30072,57501,,99.87,7.068,False,False
2025-05-23 21:40:00+00:00,STARLINK-30230,57503,,93.48,10.056,False,False
2025-05-04 12:30:00+00:00,STARLINK-30212,57506,,65.48,8.92,False,False
2025-05-19 09:00:00+00:00,STARLINK-30074,57508,,71.16,8.28,False,False
2025-06-06 13:00:00+00:00,STARLINK-30074,57508,,35.67,14.083,False,False
2025-05-08 12:30:00+00:00,STARLINK-30157,57512,,62.96,6.943,False,False
2025-05-03 02:10:00+00:00,STARLINK-30250,57527,,62.75,8.67,True,False
2025-04-27 14:20:00+00:00,STARLINK-30268,57531,,61.38,10.894,False,False
2025-04-27 05:20:00+00:00,2023-117C,57582,,82.28,0.661,True,False
2025-05-06 08:10:00+00:00,2023-117C,57582,,96.89,0.632,True,False
2025-05-10 20:50:00+00:00,2023-117C,57582,,94.73,0.614,True,False
2025-04-25 05:00:00+00:00,STARLINK-30166,57602,,28.18,14.274,False,False
2025-06-20 14:40:00+00:00,STARLINK-30166,57602,,77.7,14.269,True,False
2025-05-07 20:20:00+00:00,STARLINK-30223,57603,,99.02,11.584,False,False
2025-04-25 07:20:00+00:00,STARLINK-30252,57607,,54.39,14.156,True,False
2025-05-13 08:10:00+00:00,STARLINK-30252,57607,,8.74,8.598,True,False
2025-06-18 02:00:00+00:00,STARLINK-30252,57607,,57.62,14.276,True,False
2025-06-12 04:50:00+00:00,STARLINK-30246,57615,,93.27,13.299,False,False
2025-06-12 20:00:00+00:00,STARLINK-30246,57615,,93.15,13.467,True,False
2025-04-28 19:10:00+00:00,STARLINK-30141,57620,,70.17,14.003,False,False
2025-05-12 12:10:00+00:00,STARLINK-30141,57620,,74.38,9.729,False,False
2025-04-27 05:40:00+00:00,STARLINK-30150,57621,,29.28,14.162,True,False
2025-05-15 21:40:00+00:00,STARLINK-30150,57621,,79.75,8.397,False,False
2025-06-20 14:40:00+00:00,STARLINK-30150,57621,,77.66,14.268,True,False
2025-05-10 13:50:00+00:00,STARLINK-30056,57622,,74.64,10.517,False,False
2025-05-23 12:40:00+00:00,STARLINK-30329,57635,,83.11,7.012,True,False
2025-06-08 21:00:00+00:00,STARLINK-30311,57637,,75.2,11.583,False,False
2025-06-13 04:00:00+00:00,STARLINK-30311,57637,,89.1,13.013,True,False
2025-06-13 19:10:00+00:00,STARLINK-30311,57637,,51.74,13.167,False,False
2025-04-25 02:40:00+00:00,STARLINK-30324,57640,,6.97,14.231,True,False
2025-05-23 16:40:00+00:00,STARLINK-30312,57641,,51.96,6.987,False,False
2025-05-01 04:40:00+00:00,STARLINK-30263,57642,,14.14,13.944,False,False
2025-05-18 19:10:00+00:00,STARLINK-30265,57646,,29.17,8.071,True,False
2025-05-30 07:00:00+00:00,STARLINK-30275,57667,,92.7,14.158,False,False
2025-06-14 01:10:00+00:00,STARLINK-30296,57671,,98.35,13.593,False,True
2025-06-04 12:20:00+00:00,STARLINK-30345,57701,,76.59,8.286,True,False
2025-06-21 13:10:00+00:00,STARLINK-30336,57703,,71.04,13.946,True,False
2025-05-07 21:10:00+00:00,STARLINK-30346,57704,,73.97,13.418,True,False
2025-05-13 18:30:00+00:00,STARLINK-30346,57704,,98.62,11.627,False,False
2025-05-14 13:40:00+00:00,STARLINK-30346,57704,,75.11,11.325,False,False
2025-05-16 20:00:00+00:00,STARLINK-30327,57707,,73.36,9.613,False,False
2025-05-04 06:10:00+00:00,STARLINK-30318,57711,,82.91,14.076,False,False
2025-06-07 22:30:00+00:00,STARLINK-30310,57733,,88.31,7.099,False,False
2025-06-08 02:30:00+00:00,STARLINK-30310,57733,,95.7,7.128,True,False
2025-05-09 14:50:00+00:00,STARLINK-30352,57736,,44.33,14.261,True,False
2025-05-04 23:50:00+00:00,STARLINK-30242,57739,,8.86,14.275,False,False
2025-06-02 07:30:00+00:00,STARLINK-30242,57739,,22.45,6.951,True,False
2025-05-29 12:20:00+00:00,STARLINK-30331,57740,,98.67,7.937,True,False
2025-05-10 02:00:00+00:00,STARLINK-30366,57749,,19.44,14.24,True,False
2025-04-23 11:40:00+00:00,STARLINK-30357,57750,,56.58,10.742,False,False
2025-04-28 22:40:00+00:00,STARLINK-30397,57771,,99.31,11.266,False,False
2025-05-08 07:50:00+00:00,STARLINK-30397,57771,,90.6,13.919,False,False
2025-06-11 10:20:00+00:00,STARLINK-30397,57771,,6.63,7.025,True,False
2025-04-23 18:50:00+00:00,STARLINK-30383,57773,,71.56,9.203,True,True
2025-05-10 08:30:00+00:00,STARLINK-30383,57773,,91.08,14.174,True,False
2025-06-11 06:20:00+00:00,STARLINK-30383,57773,,66.81,7.006,False,False
2025-05-15 04:10:00+00:00,STARLINK-30384,57774,,72.11,14.183,False,False
2025-05-27 20:20:00+00:00,STARLINK-30384,57774,,66.81,10.825,True,False
2025-06-17 22:10:00+00:00,STARLINK-30305,57775,,82.19,8.787,False,False
2025-05-15 04:10:00+00:00,STARLINK-30360,57776,,65.54,14.182,False,False
2025-06-05 05:40:00+00:00,STARLINK-30360,57776,,87.45,7.653,True,False
2025-05-07 11:50:00+00:00,STARLINK-30359,57779,,76.86,14.09,True,False
2025-05-27 16:20:00+00:00,STARLINK-30378,57787,,87.16,10.852,False,False
2025-04-26 05:10:00+00:00,STARLINK-30387,57788,,97.88,11.038,False,False
2025-05-05 07:10:00+00:00,STARLINK-30387,57788,,26.77,13.79,True,False
2025-04-27 10:40:00+00:00,STARLINK-30390,57819,,45.51,8.324,True,False
2025-06-17 11:40:00+00:00,STARLINK-30415,57821,,86.02,7.033,True,False
2025-06-17 15:40:00+00:00,STARLINK-30415,57821,,51.23,7.049,False,False
2025-06-04 20:00:00+00:00,STARLINK-30408,57824,,93.96,10.005,True,False
2025-06-21 13:10:00+00:00,STARLINK-30418,57829,,44.08,7.911,True,False
2025-06-14 17:30:00+00:00,STARLINK-30272,57860,,90.82,14.428,False,False
2025-04-29 13:40:00+00:00,STARLINK-30432,57864,,21.6,6.964,True,False
2025-06-21 05:00:00+00:00,STARLINK-30432,57864,,38.44,7.203,True,False
2025-05-08 16:40:00+00:00,STARLINK-30393,57866,,68.22,9.602,True,False
2025-05-03 12:00:00+00:00,STARLINK-30441,57869,,57.04,7.666,True,False
2025-05-26 07:00:00+00:00,STARLINK-30441,57869,,94.4,14.264,False,False
2025-06-21 09:00:00+00:00,STARLINK-30441,57869,,85.75,7.174,False,False
2025-05-13 08:30:00+00:00,STARLINK-30446,57872,,78.52,12.192,True,False
2025-05-14 03:40:00+00:00,STARLINK-30446,57872,,82.04,12.458,True,False
2025-05-15 14:00:00+00:00,STARLINK-30446,57872,,59.93,12.872,False,False
2025-05-21 11:20:00+00:00,YAOGAN-39 02A,57886,,88.87,10.652,True,False
2025-06-08 03:10:00+00:00,YAOGAN-39 02B,57889,,63.96,13.734,False,False
2025-05-30 18:00:00+00:00,STARLINK-30443,57894,,35.17,14.27,False,False
2025-05-09 15:00:00+00:00,STARLINK-30467,57895,,88.28,8.358,True,False
2025-06-06 22:20:00+00:00,STARLINK-30474,57897,,49.08,13.443,False,False
2025-06-05 04:50:00+00:00,STARLINK-30481,57899,,57.22,13.796,False,False
2025-05-07 23:00:00+00:00,STARLINK-30454,57915,,63.89,7.283,True,False
2025-05-03 12:40:00+00:00,STARLINK-30501,57917,,51.88,7.0,False,False
2025-05-03 16:40:00+00:00,STARLINK-30501,57917,,85.18,6.985,True,False
2025-06-14 05:20:00+00:00,STARLINK-30499,57918,,97.8,7.089,True,False
2025-04-24 13:40:00+00:00,STARLINK-30496,57919,,85.42,9.667,True,False
2025-06-04 07:20:00+00:00,STARLINK-30496,57919,,85.87,14.174,True,False
2025-06-12 07:40:00+00:00,STARLINK-30485,57920,,96.75,12.508,False,False
2025-05-19 06:40:00+00:00,STARLINK-30476,57930,,74.03,12.247,True,False
2025-04-26 13:10:00+00:00,STARLINK-30455,57942,,99.66,13.915,False,False
2025-05-21 16:10:00+00:00,STARLINK-30396,57964,,47.9,11.565,True,False
2025-05-26 18:20:00+00:00,STARLINK-30396,57964,,99.1,13.178,False,False
2025-06-12 00:30:00+00:00,STARLINK-30521,57966,,63.84,13.153,True,False
2025-06-19 04:10:00+00:00,STARLINK-30521,57966,,21.86,10.703,False,False
2025-05-09 01:20:00+00:00,STARLINK-30512,57976,,47.99,7.125,False,False
2025-05-09 05:20:00+00:00,STARLINK-30512,57976,,86.86,7.159,True,False
2025-06-02 19:30:00+00:00,STARLINK-30512,57976,,74.3,14.251,False,False
2025-04-23 06:40:00+00:00,STARLINK-30537,57991,,89.47,14.274,False,False
2025-05-30 22:10:00+00:00,STARLINK-30534,57992,,81.34,9.623,True,False
2025-06-13 10:20:00+00:00,STARLINK-30534,57992,,62.72,13.937,True,False
2025-04-28 03:10:00+00:00,STARLINK-30536,57993,,73.34,13.793,False,False
2025-05-11 01:50:00+00:00,STARLINK-30536,57993,,82.88,9.48,True,False
2025-06-13 21:30:00+00:00,STARLINK-30536,57993,,74.34,14.001,True,False
2025-05-15 22:30:00+00:00,STARLINK-30535,58001,,58.35,7.713,True,False
2025-06-07 06:40:00+00:00,STARLINK-30535,58001,,72.78,12.363,False,False
2025-06-18 06:00:00+00:00,STARLINK-30535,58001,,82.91,14.26,False,False
2025-06-11 23:30:00+00:00,THEOS-2 (T2V),58016,,97.88,0.991,False,False
2025-06-21 04:40:00+00:00,THEOS-2 (T2V),58016,,86.53,0.97,True,False
2025-04-24 08:40:00+00:00,FORMOSAT-7R (TRITON),58017,,92.46,0.174,True,False
2025-05-01 11:30:00+00:00,FORMOSAT-7R (TRITON),58017,,88.08,0.114,True,False
2025-05-01 11:40:00+00:00,FORMOSAT-7R (TRITON),58017,,71.84,0.152,True,False
2025-05-08 14:30:00+00:00,FORMOSAT-7R (TRITON),58017,,58.02,0.11,True,False
2025-05-08 14:40:00+00:00,FORMOSAT-7R (TRITON),58017,,60.91,0.123,True,False
2025-05-15 17:30:00+00:00,FORMOSAT-7R (TRITON),58017,,53.32,0.104,True,True
2025-05-15 17:40:00+00:00,FORMOSAT-7R (TRITON),58017,,61.61,0.09,True,False
2025-05-22 20:30:00+00:00,FORMOSAT-7R (TRITON),58017,,77.13,0.106,True,True
2025-05-22 20:40:00+00:00,FORMOSAT-7R (TRITON),58017,,70.13,0.068,True,False
2025-05-22 20:50:00+00:00,FORMOSAT-7R (TRITON),58017,,90.22,0.043,True,False
2025-05-29 23:40:00+00:00,FORMOSAT-7R (TRITON),58017,,84.38,0.073,True,False
2025-05-29 23:50:00+00:00,FORMOSAT-7R (TRITON),58017,,75.52,0.028,True,False
2025-05-30 00:00:00+00:00,FORMOSAT-7R (TRITON),58017,,76.62,0.063,False,False
2025-05-30 00:10:00+00:00,FORMOSAT-7R (TRITON),58017,,95.6,0.11,False,False
2025-06-06 02:50:00+00:00,FORMOSAT-7R (TRITON),58017,,77.73,0.056,True,False
2025-06-06 03:00:00+00:00,FORMOSAT-7R (TRITON),58017,,54.22,0.043,False,False
2025-06-06 03:10:00+00:00,FORMOSAT-7R (TRITON),58017,,57.38,0.069,False,False
2025-06-06 03:20:00+00:00,FORMOSAT-7R (TRITON),58017,,91.26,0.099,False,False
2025-06-13 06:00:00+00:00,FORMOSAT-7R (TRITON),58017,,71.23,0.069,False,False
2025-06-13 06:10:00+00:00,FORMOSAT-7R (TRITON),58017,,42.49,0.051,False,False
2025-06-13 06:20:00+00:00,FORMOSAT-7R (TRITON),58017,,53.93,0.055,False,False
2025-06-13 06:30:00+00:00,FORMOSAT-7R (TRITON),58017,,89.62,0.083,False,False
2025-06-20 09:10:00+00:00,FORMOSAT-7R (TRITON),58017,,81.1,0.09,False,False
2025-06-20 09:20:00+00:00,FORMOSAT-7R (TRITON),58017,,56.96,0.054,False,False
2025-06-20 09:30:00+00:00,FORMOSAT-7R (TRITON),58017,,64.69,0.038,True,False
2025-06-20 09:40:00+00:00,FORMOSAT-7R (TRITON),58017,,90.18,0.076,True,False
2025-05-24 02:40:00+00:00,ANSER-FLW2,58018,,69.24,0.546,True,False
2025-04-24 07:50:00+00:00,ANSER-FLW1,58019,,79.01,0.653,False,False
2025-05-23 23:30:00+00:00,ANSER-FLW1,58019,,75.12,0.496,True,False
2025-06-07 07:40:00+00:00,ANSER-FLW1,58019,,71.44,0.418,False,False
2025-06-21 08:40:00+00:00,ANSER-FLW1,58019,,79.89,0.345,False,False
2025-05-02 19:30:00+00:00,NESS,58020,,82.03,0.566,True,False
2025-06-21 05:30:00+00:00,NESS,58020,,80.26,0.349,False,False
2025-05-11 12:00:00+00:00,CSC-2,58021,,95.06,0.973,False,False
2025-05-21 18:00:00+00:00,CSC-2,58021,,91.23,0.935,False,False
2025-05-31 19:10:00+00:00,CSC-2,58021,,67.91,0.908,False,True
2025-06-13 13:00:00+00:00,CSC-1,58022,,57.58,1.152,True,False
2025-05-09 06:30:00+00:00,PRETTY,58023,,74.46,0.649,True,False
2025-06-03 07:50:00+00:00,PRETTY,58023,,90.94,0.56,False,False
2025-06-11 07:30:00+00:00,PRETTY,58023,,73.55,0.527,False,True
2025-06-19 04:00:00+00:00,PRETTY,58023,,99.54,0.493,False,False
2025-06-04 18:10:00+00:00,MACSAT (FINCH 1),58024,,93.92,0.484,True,False
2025-06-12 03:30:00+00:00,MACSAT (FINCH 1),58024,,79.35,0.451,True,False
2025-06-19 10:20:00+00:00,MACSAT (FINCH 1),58024,,59.28,0.418,False,False
2025-05-18 16:30:00+00:00,PVCC,58025,,22.89,0.8,False,False
2025-06-01 18:20:00+00:00,PVCC,58025,,61.74,0.757,True,False
2025-04-30 21:50:00+00:00,STARLINK-30518,58029,,94.15,12.459,True,False
2025-06-01 10:30:00+00:00,STARLINK-30561,58032,,99.86,9.899,True,False
2025-06-13 13:10:00+00:00,STARLINK-30533,58037,,81.05,11.099,True,False
2025-05-16 22:00:00+00:00,STARLINK-30529,58047,,43.61,13.01,False,False
2025-06-06 20:40:00+00:00,STARLINK-30529,58047,,98.67,13.327,False,False
2025-05-28 11:40:00+00:00,STARLINK-30554,58048,,70.52,14.667,False,False
2025-06-07 15:50:00+00:00,STARLINK-30554,58048,,85.51,13.11,False,False
2025-05-17 21:00:00+00:00,STARLINK-30544,58055,,39.42,7.273,True,False
2025-06-15 18:00:00+00:00,STARLINK-30544,58055,,93.38,14.014,True,False
2025-05-08 17:10:00+00:00,STARLINK-30588,58062,,46.04,8.084,False,False
2025-06-18 09:50:00+00:00,STARLINK-30569,58068,,74.12,13.542,True,False
2025-05-01 19:00:00+00:00,STARLINK-30500,58076,,57.26,13.38,False,False
2025-05-06 06:00:00+00:00,STARLINK-30500,58076,,51.17,12.051,False,False
2025-05-07 01:10:00+00:00,STARLINK-30500,58076,,92.95,11.765,False,False
2025-05-23 02:20:00+00:00,STARLINK-30602,58081,,87.28,6.952,False,False
2025-06-05 20:20:00+00:00,STARLINK-30591,58088,,83.96,11.323,True,False
2025-06-18 18:00:00+00:00,STARLINK-30584,58089,,45.53,14.266,True,False
2025-05-27 19:50:00+00:00,STARLINK-30608,58091,,64.37,7.83,False,False
2025-06-20 03:30:00+00:00,STARLINK-30574,58094,,90.61,14.271,True,False
2025-06-04 00:50:00+00:00,STARLINK-30605,58101,,90.43,14.149,True,False
2025-06-05 03:10:00+00:00,STARLINK-30572,58114,,90.87,13.952,False,False
2025-05-20 13:50:00+00:00,STARLINK-30493,58116,,88.32,13.659,False,False
2025-05-03 01:30:00+00:00,STARLINK-30759,58122,,64.97,14.275,False,False
2025-05-03 12:40:00+00:00,STARLINK-30781,58123,,91.76,14.267,False,False
2025-05-18 21:30:00+00:00,STARLINK-30766,58125,,95.47,10.378,False,False
2025-05-09 00:20:00+00:00,STARLINK-30767,58126,,59.04,13.598,True,False
2025-05-28 21:30:00+00:00,STARLINK-30833,58152,,92.77,13.321,False,False
2025-06-05 02:40:00+00:00,STARLINK-30804,58155,,89.26,14.632,True,False
2025-04-27 14:20:00+00:00,STARLINK-30811,58167,,81.3,8.103,False,False
2025-05-08 02:10:00+00:00,STARLINK-30812,58168,,97.67,5.84,True,False
2025-04-30 22:30:00+00:00,STARLINK-30753,58175,,17.63,14.03,False,False
2025-05-01 09:40:00+00:00,STARLINK-30824,58176,,87.2,14.085,False,False
2025-05-31 08:20:00+00:00,STARLINK-30810,58178,,63.42,7.027,False,False
2025-04-22 16:30:00+00:00,STARLINK-30760,58187,,91.4,11.969,False,False
2025-04-27 22:40:00+00:00,STARLINK-30760,58187,,11.98,13.502,False,False
2025-06-13 05:30:00+00:00,STARLINK-30839,58209,,82.25,7.377,True,False
2025-05-10 08:30:00+00:00,STARLINK-30846,58210,,84.0,14.198,True,False
2025-05-16 02:30:00+00:00,STARLINK-30838,58211,,26.22,14.063,False,False
2025-05-07 01:30:00+00:00,STARLINK-30837,58212,,64.44,13.752,False,False
2025-05-15 04:10:00+00:00,STARLINK-30794,58218,,97.12,14.161,False,False
2025-05-28 00:20:00+00:00,STARLINK-30865,58226,,32.26,9.957,False,False
2025-06-17 15:30:00+00:00,STARLINK-30861,58230,,52.05,8.076,False,False
2025-05-11 18:10:00+00:00,STARLINK-30867,58231,,61.84,10.913,True,False
2025-05-21 03:20:00+00:00,STARLINK-30867,58231,,39.99,13.781,True,False
2025-06-02 07:20:00+00:00,STARLINK-30866,58237,,96.75,13.51,True,False
2025-06-02 22:30:00+00:00,STARLINK-30866,58237,,52.95,13.374,False,False
2025-06-08 11:50:00+00:00,STARLINK-30866,58237,,45.82,11.641,True,False
2025-04-23 20:10:00+00:00,STARLINK-30877,58242,,80.84,7.642,True,False
2025-05-30 00:20:00+00:00,STARLINK-30877,58242,,50.39,14.076,False,False
2025-06-01 16:10:00+00:00,STARLINK-30873,58249,,50.86,13.653,False,False
2025-06-14 10:00:00+00:00,STARLINK-30873,58249,,38.5,9.281,True,False
2025-04-27 18:30:00+00:00,STARLINK-30883,58252,,91.56,6.961,True,False
2025-04-27 22:30:00+00:00,STARLINK-30883,58252,,85.51,6.954,False,False
2025-05-26 01:00:00+00:00,LEMUR-2-BASS,58259,,81.06,0.237,True,False
2025-06-02 08:40:00+00:00,LEMUR-2-BASS,58259,,88.11,0.217,True,False
2025-06-13 06:40:00+00:00,LEMUR-2-BASS,58259,,87.4,0.166,True,False
2025-04-30 06:50:00+00:00,BRO-11,58264,,75.39,0.502,True,False
2025-05-21 14:00:00+00:00,BRO-11,58264,,72.79,0.454,True,False
2025-06-06 11:40:00+00:00,BRO-11,58264,,79.35,0.417,True,False
2025-06-11 18:40:00+00:00,BRO-11,58264,,87.46,0.417,False,False
2025-05-27 02:50:00+00:00,FLOCK 4Q-1,58270,,89.74,0.053,True,False
2025-06-02 16:20:00+00:00,FLOCK 4Q-1,58270,,97.5,0.055,False,False
2025-05-13 06:20:00+00:00,FLOCK 4Q-16,58271,,97.0,0.141,True,False
2025-05-20 02:50:00+00:00,FLOCK 4Q-16,58271,,87.72,0.115,True,False
2025-05-30 07:20:00+00:00,FLOCK 4Q-16,58271,,93.67,0.07,True,False
2025-06-06 00:30:00+00:00,FLOCK 4Q-16,58271,,96.75,0.078,True,False
